DateTime,AddedIPs,RemovedIPs
1557460573,187,105
1557462498,111,98
1557464447,100,102
1557466360,87,120
1557468287,112,111
1557470172,91,115
1557472130,120,133
1557474014,138,148
1557475935,110,145
1557477883,108,112
1557479775,135,99
1557481694,102,116
1557483637,101,122
1557485552,102,131
1557487464,110,84
1557489393,1192,108
1557491295,1816,86
1557493233,1474,185
1557495402,933,121
1557497300,1008,113
1557499239,1180,161
1557501171,990,453
1557503328,1285,193
1557505212,867,102
1557507130,1129,188
1557509061,1469,156
1557510970,1790,106
1557512889,199,115
1557514851,275,139
1557516736,139,100
1557518663,226,104
1557520581,117,92
1557522518,137,129
1557524438,115,161
1557526368,93,89
1557528355,90,111
1557530187,90,100
1557532098,106,86
1557534026,107,112
1557535931,138,106
1557537869,177,2306
1557539778,161,4438
1557541691,138,2796
1557543624,113,3501
1557545545,109,2418
1557547461,98,122
1557549388,101,119
1557551328,117,104
1557553222,105,91
1557555134,96,107
1557557062,89,87
1557558973,116,104
1557560892,166,127
1557562844,469,106
1557564728,222,94
1557567006,92,133
1557569327,87,107
1557571239,106,90
1557573154,84,98
1557575071,91,510
1557577023,97,1653
1557578909,91,2733
1557580808,121,2612
1557582743,118,1820
1557584661,113,1241
1557586580,103,1356
1557588505,758,1189
1557590467,93,1344
1557592349,100,1128
1557594293,118,1267
1557596185,107,2430
1557598099,160,1619
1557600260,232,1026
1557602182,195,163
1557604105,147,156
1557606029,160,290
1557607935,193,158
1557609873,146,126
1557611775,412,129
1557613712,115,142
1557615646,140,133
1557617544,145,157
1557619480,156,165
1557621390,285,194
1557623310,171,185
1557625268,148,210
1557627147,125,160
1557629062,129,164
1557630994,138,124
1557632910,108,151
1557634820,121,138
1557636750,306,126
1557638659,166,152
1557640576,168,134
1557642766,1897,133
1557644668,1835,124
1557646824,2242,133
1557648742,1782,443
1557650689,2089,376
1557652580,544,112
1557654500,131,93
1557656449,107,122
1557658374,92,95
1557660267,94,88
1557662176,110,112
1557664118,117,85
1557666048,1140,139
1557667951,2818,99
1557670133,2789,149
1557672044,3877,99
1557673947,1417,796
1557675878,93,77
1557677812,107,85
1557679731,100,99
1557681625,122,90
1557683551,95,119
1557685469,89,107
1557687582,133,117
