DateTime,AddedIPs,RemovedIPs
1557946922,16,0
1557948122,22,40
1557949322,65,46
1557950523,35,38
1557951723,15,0
1557952922,1,17
1557954123,15,8
1557955323,22,36
1557956522,67,44
1557957722,48,22
1557958322,7,21
1557958923,3,0
1557959523,2,12
1557960123,4,14
1557961322,1,7
1557962522,3,4
1557963723,4,0
1557964925,40,45
1557966123,47,48
1557967322,16,56
1557968523,6,41
1557969123,1,0
1557969723,1,6
1557970922,5,1
1557972123,2,47
1557973323,23,0
1557974522,53,145
1557975122,11,0
1557976922,22,25
1557977522,15,10
1557978123,5,1
1557979323,3,1
1557979922,7,3
1557980523,1,0
1557981723,61,12
1557982924,34,44
1557983524,6,21
1557984123,16,0
1557985323,7,75
1557986522,36,19
1557987722,14,19
1557988922,27,1
1557990123,58,82
1557990722,14,0
1557991322,3,12
1557992522,7,21
1557993123,4,0
1557993723,74,0
1557994923,33,101
1557996123,16,32
1557997323,44,14
1557997924,10,47
1557998523,8,0
1557999123,5,15
1557999723,1,21
1558000923,3,0
1558002122,1,13
1558002723,1,11
1558003322,0,9
1558004523,11,0
1558005723,15,7
1558006922,5,32
1558008123,3,17
1558009322,9,29
1558010523,33,8
1558011722,53,17
1558012322,23,34
1558012923,3,31
1558014122,50,0
1558014722,14,25
1558015322,0,19
1558016522,5,7
1558017723,3,12
1558018923,33,53
1558019522,22,0
1558020123,13,58
1558020723,21,11
1558021322,15,55
1558023123,22,43
1558023723,24,19
1558024922,12,4
1558026123,10,26
1558027322,62,0
1558027922,21,9
1558028522,19,4
1558029723,8,0
1558030924,6,6
1558032122,58,15
1558033323,21,60
1558034522,31,0
1558035723,65,77
1558036322,16,0
1558036922,8,0
1558038122,1,18
1558039322,1,0
1558040522,14,53
1558041722,65,0
1558042922,58,96
1558044122,52,9
1558044722,0,4
1558045322,0,3
1558045923,1,1
1558047722,1,12
1558048323,7,0
1558048923,7,0
1558050123,7,54
1558051324,50,0
1558051923,29,52
1558052523,10,17
1558053722,2,0
1558054322,0,4
1558054922,1,0
1558056122,2,3
1558057323,0,6
1558058522,11,34
1558059124,9,0
1558059722,12,35
1558060923,56,12
1558062122,23,1
1558062723,26,27
1558063323,15,0
1558063923,9,21
1558064522,7,0
1558065723,4,13
1558066323,2,0
1558066923,2,45
1558067524,31,0
1558068123,24,0
1558069323,14,42
1558069923,11,18
1558070523,20,0
1558071122,5,5
1558071722,1,0
1558072922,19,49
1558074123,9,27
1558075322,19,82
1558075922,27,0
1558076523,32,0
1558077723,39,18
1558078922,0,18
1558080123,21,98
1558080723,24,0
1558081322,18,22
1558082523,29,0
1558083723,25,46
1558084322,14,0
1558084922,10,16
1558085522,9,0
1558086122,20,4
1558086723,12,7
1558087322,6,0
1558087923,5,2
1558088522,2,0
1558089722,1,2
1558090323,0,11
1558092122,16,21
1558093323,7,8
1558094522,8,0
1558095723,8,10
1558096923,22,34
1558098122,70,77
1558099323,34,6
1558099922,18,49
1558100522,14,15
1558101722,17,7
1558102323,9,0
1558102923,1,0
1558104123,4,7
1558105323,40,28
1558106522,70,21
1558107122,11,14
1558107722,16,40
1558108322,42,0
1558108922,16,0
1558109522,5,0
1558110122,32,23
1558111322,27,30
1558111923,7,0
1558112523,11,36
1558113723,52,10
1558114923,50,29
1558116123,47,6
1558117322,6,58
1558118522,48,40
1558119722,16,34
1558120322,3,0
1558120923,5,35
1558122123,54,0
1558123323,33,24
1558123923,1,0
1558125722,6,2
1558126322,8,16
1558126922,2,0
1558128722,34,84
1558129323,25,0
1558130523,55,46
1558131723,22,13
1558132322,4,0
1558135322,21,18
1558137724,52,69
1558141922,70,13
1558143722,48,9
1558145522,16,10
1558146722,0,65
1558149122,4,74
1558150322,3,18
1558151522,5,12
1558152723,7,0
1558153922,6,2
1558155123,8,24
1558156322,5,17
1558158122,45,45
1558159322,41,21
1558160522,34,16
1558161722,13,11
1558163522,32,32
1558164722,13,28
1558165922,55,3
1558167722,39,40
1558168322,22,50
1558168922,16,30
1558170122,16,0
1558171322,11,28
1558172523,42,30
1558173722,53,30
1558174922,12,5
1558176122,8,3
1558177322,15,0
1558178522,4,26
1558179722,4,0
1558180922,3,20
1558181523,1,0
1558182122,1,0
1558182722,2,18
1558183323,11,0
1558183922,23,49
1558184522,22,0
1558185722,56,69
1558186322,8,12
1558186922,27,0
1558188122,24,19
1558188722,11,6
1558189323,8,5
1558189922,2,10
1558190522,0,32
1558191724,57,0
1558192922,53,67
1558194122,32,18
1558195322,48,56
1558196522,19,86
1558197722,38,0
1558198922,18,21
1558200122,69,44
1558201322,21,54
1558202522,3,30
1558203722,3,5
1558204922,49,61
1558205522,2,0
1558206123,15,0
1558207322,24,20
1558208522,63,48
1558209722,13,27
1558210922,8,14
1558212121,5,15
1558213323,5,48
1558213922,46,0
1558214522,7,0
1558215723,40,17
1558216922,54,81
1558217522,38,0
1558218122,25,0
1558218722,9,10
1558219322,1,26
1558220522,3,0
1558221122,3,0
1558221722,7,0
1558222322,6,59
1558222923,5,0
1558223522,2,0
1558224123,39,0
1558225322,50,49
1558226523,40,0
1558227722,19,54
1558228323,2,0
1558230123,2,18
1558231322,6,0
1558232523,62,5
1558233722,68,0
1558234923,35,1
1558236122,37,0
1558237322,14,11
1558237923,5,0
1558238522,10,6
1558239722,38,6
1558240323,27,0
1558240922,14,8
1558241522,2,0
1558242122,8,48
1558243322,51,0
1558243923,26,0
1558244522,28,33
1558245722,17,43
1558246922,10,14
1558248123,44,21
1558248722,15,0
1558249322,5,12
1558249922,1,0
1558250522,0,29
1558251722,2,0
1558252922,38,40
1558253522,17,29
1558254122,6,0
1558254722,2,0
1558255322,6,16
1558256522,60,27
1558257722,45,9
1558258322,29,28
1558258922,14,49
1558259522,23,0
1558260122,17,0
1558261322,39,19
1558261922,4,7
1558262522,8,0
1558263722,8,12
1558264922,9,9
1558265523,1,6
1558266122,5,0
1558267322,5,3
1558268522,4,4
1558269723,36,11
1558270921,53,27
1558272122,38,49
1558273323,24,60
1558274522,29,0
1558275722,15,14
1558276922,8,0
1558278123,25,85
1558278722,22,0
1558279321,26,0
1558280522,20,31
1558281722,48,67
1558282922,21,28
1558284122,29,0
1558284722,8,10
1558285322,3,32
1558285922,19,0
1558286522,38,26
1558287722,24,5
1558288922,5,3
1558290122,15,0
1558291322,36,47
1558292522,31,54
1558293122,16,0
1558293723,11,0
1558294922,36,47
1558296122,22,0
1558297322,6,6
1558298522,0,6
1558299723,2,5
1558300322,70,38
1558300921,16,20
1558302122,26,79
1558302723,32,0
1558303324,21,37
1558303923,4,23
1558304522,11,9
1558305722,6,3
1558306922,4,8
1558308122,7,23
1558309322,9,5
1558310523,36,34
1558311122,45,42
1558311722,40,0
1558312322,42,36
1558312923,19,0
1558314122,32,15
1558314722,3,2
1558315322,2,1
1558316522,0,3
1558317723,16,38
1558318322,4,0
1558318923,25,51
1558320122,52,0
