DateTime,AddedIPs,RemovedIPs
1556950353,1,1
1556958052,1,0
1556961877,2,1
1556967931,2,0
1556969791,1,0
1556973624,1,1
1556975568,1,1
1556977473,1,1
1556981311,2,0
1556985178,1,0
1556988995,0,1
1556990922,0,1
1556992937,1,0
1556996690,1,0
1557000529,1,1
1557002441,1,1
1557006262,1,1
1557012021,1,0
1557013965,1,1
1557015863,1,0
1557017792,0,2
1557021758,4,1
1557023570,0,1
1557029321,0,1
1557033154,1,0
1557037003,1,2
1557038910,1,0
1557040821,1,0
1557046577,2,0
1557048507,1,3
1557050544,1,0
1557054276,0,2
1557056202,1,2
1557058137,3,2
1557060058,0,2
1557063863,3,2
1557067712,2,2
1557071541,0,1
1557079356,0,1
1557081177,1,0
1557083155,0,1
1557086934,0,1
1557088859,0,1
1557092687,0,1
1557096550,1,0
1557098444,0,1
1557100342,1,1
1557102295,1,1
1557104197,1,0
1557106104,2,0
1557108172,1,3
1557109976,2,0
1557111903,1,0
1557119809,1,0
1557123659,0,2
1557125572,0,1
1557129384,1,0
1557131323,1,0
1557134207,2,1
1557136113,0,1
1557138045,1,0
1557139939,1,2
1557143777,0,2
1557145696,0,1
1557149588,1,2
1557153754,0,2
1557157491,1,0
1557165116,2,1
1557167082,0,1
1557170928,1,1
1557172943,2,0
1557174777,2,1
1557182461,0,2
1557184374,1,0
1557188803,0,1
1557190972,0,3
1557193241,1,0
1557195197,0,2
1557197117,0,1
1557199010,0,1
1557200930,1,0
1557202857,1,0
1557204898,0,1
1557216542,2,2
1557218435,1,2
1557220356,1,1
1557224193,1,0
1557230001,2,1
1557231927,1,0
1557235974,1,1
1557239845,3,0
1557243623,1,1
1557249386,1,0
1557251316,0,2
1557257069,0,1
1557258982,0,1
1557260899,1,2
1557262983,1,1
1557266901,0,1
1557270742,0,1
1557276742,1,0
1557280579,3,0
1557282502,0,1
1557287307,0,1
1557289218,0,1
1557293090,0,1
1557302675,1,2
1557304602,0,1
1557306578,1,1
1557310367,0,1
1557312259,1,0
1557316130,0,1
1557318089,1,1
1557319949,0,1
1557321856,0,1
1557323780,1,0
1557327663,0,2
1557331540,1,0
1557333390,1,0
1557335321,0,1
1557337221,2,0
1557341069,1,0
1557343021,0,1
1557346840,0,1
1557352586,1,0
1557357400,0,1
1557361331,1,0
1557363149,1,1
1557365084,1,0
1557367041,0,3
1557375186,1,0
1557377105,1,0
1557389009,1,0
1557392944,0,1
1557397007,1,0
1557398941,1,1
1557404669,1,1
1557410736,1,1
1557412594,2,0
1557418603,1,1
1557420506,0,1
1557422476,1,2
1557426508,0,1
1557428541,1,1
1557432318,2,1
1557439949,2,1
1557448124,0,2
1557450101,0,1
1557451950,0,1
1557456030,1,0
1557458245,1,0
1557460162,1,0
1557462043,0,1
1557463959,0,1
1557467781,1,0
1557469730,1,0
1557479548,1,0
1557483393,1,1
1557485307,0,1
1557489176,1,0
1557491088,0,1
1557496907,1,1
1557498753,1,2
1557504743,2,1
1557510552,1,1
1557514340,0,1
1557518178,0,1
1557520098,0,1
1557522060,1,0
1557523978,1,0
1557525884,1,1
1557528383,1,1
1557532114,2,0
1557534050,1,0
1557535958,1,0
1557537906,1,0
1557539795,2,0
1557541710,1,0
1557543796,0,2
1557545773,0,1
1557547716,1,0
1557551534,1,0
1557553463,1,0
1557555374,1,1
1557557301,2,1
1557559222,2,0
1557561162,2,0
1557563058,1,0
1557564985,1,0
1557567021,1,0
1557568979,2,1
1557570795,2,1
1557574599,0,1
1557582266,2,1
1557584197,2,0
1557586108,1,1
1557588026,1,0
1557590077,1,2
1557594377,1,0
1557596214,2,0
1557598114,1,1
1557600275,1,0
1557602211,1,0
1557607950,0,1
1557609888,0,1
1557611789,2,0
1557615780,2,1
1557617792,1,0
1557619701,1,3
1557621625,2,0
1557623804,1,2
1557625727,0,1
1557629548,0,1
1557633404,2,0
1557635305,2,1
1557637346,1,0
1557639370,1,2
1557641293,2,0
1557643221,0,3
1557645139,0,1
1557647086,0,1
1557648986,1,1
1557651167,0,2
1557653061,1,2
1557655011,1,2
1557656936,0,2
1557658925,1,0
1557660743,2,0
1557662714,1,0
1557664594,2,0
1557668443,1,1
1557670352,1,2
1557672261,1,1
1557674461,2,1
1557676389,3,1
1557678293,0,1
1557680187,0,2
1557682118,0,2
1557684085,1,1
1557687934,1,2
1557694123,1,0
1557696063,1,0
1557697940,1,2
1557702972,0,2
1557704916,1,0
1557706865,0,1
1557708764,0,2
1557710675,1,1
1557712603,1,0
1557714761,0,1
1557718609,0,1
1557720513,0,2
1557722453,1,2
1557724379,2,0
1557726270,2,1
1557728206,2,2
1557730132,3,0
1557732048,1,0
1557733950,2,1
1557735880,2,0
1557739737,3,1
1557741698,1,1
1557743578,1,0
1557745530,4,1
1557747394,1,1
1557749316,0,1
1557751228,1,1
1557753166,3,0
1557755086,0,2
1557757014,1,2
1557758870,1,0
1557760851,1,2
1557762851,0,3
1557764680,1,0
1557768535,0,1
1557770581,0,1
1557772601,4,0
1557774550,1,1
1557776419,1,0
1557780502,1,1
1557782455,0,1
1557784338,0,1
1557786279,1,1
1557792072,1,1
1557793942,2,0
1557796131,2,0
1557798060,0,2
1557804066,2,0
1557805941,1,0
1557807866,0,1
1557811735,0,4
1557813728,0,1
1557815564,2,2
1557817557,2,0
1557819644,1,2
1557821544,0,2
1557823763,2,1
1557825680,1,3
1557827561,0,1
1557831423,0,3
1557833303,0,3
1557835281,1,0
1557837165,0,1
1557839109,0,2
1557840995,0,1
1557842929,1,2
1557845087,1,1
1557847009,1,0
1557852800,0,1
1557854662,1,0
1557856620,3,0
1557858513,0,4
1557862390,0,2
1557866236,1,1
1557868148,2,0
1557870039,1,0
1557871969,1,0
1557877743,1,0
1557879658,0,1
1557881600,0,2
1557883475,1,2
1557885387,2,0
1557887316,1,0
1557889393,0,2
1557891399,1,0
1557893591,4,1
1557899317,1,1
1557901255,2,0
1557903174,0,2
1557905094,2,1
1557906981,0,3
1557908913,2,0
1557910885,0,1
1557912745,1,0
1557916597,1,0
1557918536,1,0
1557920447,1,0
1557922348,1,1
1557924262,1,0
1557926195,1,0
1557930058,0,2
1557931941,0,1
1557935780,0,1
1557937697,2,0
1557941569,1,2
1557943530,0,1
1557945415,58,1
1557947336,1,1
1557949247,1,0
1557953083,0,1
1557955010,0,2
1557956937,0,1
1557970394,0,1
1557972363,0,1
1557974219,1,0
1557976130,1,0
1557978061,1,2
1557979951,1,2
1557984053,1,0
1557987868,0,1
1557991703,2,0
1557993642,1,1
1558001599,1,1
1558005393,2,0
1558018952,1,0
1558022981,0,1
1558024842,2,1
1558026756,0,1
1558028672,1,0
1558030611,2,0
1558032524,1,66
1558034429,1,2
1558036360,2,0
1558038275,0,1
1558040214,1,0
1558042124,0,2
1558051746,0,1
1558057466,0,1
1558063233,0,1
1558065155,0,2
1558067080,2,0
1558069032,1,0
1558070914,1,0
1558072961,1,0
1558074985,1,1
1558077148,0,1
1558079060,0,1
1558080992,1,1
1558082900,2,0
1558086770,2,1
1558088655,3,2
1558092533,2,2
1558094513,1,0
1558096371,1,0
1558100222,1,0
1558104045,2,1
1558107798,1,1
1558109800,1,0
1558111742,1,2
1558113875,2,0
1558115784,0,2
1558117706,0,1
1558119736,0,2
1558121550,2,1
1558125623,0,1
1558127562,1,0
1558129465,1,0
1558131511,1,0
1558141746,3,0
1558148203,1,0
1558152295,1,1
1558154435,0,1
1558156616,0,1
1558160475,0,2
1558162561,2,0
1558164506,1,0
1558166583,1,2
1558168606,1,2
1558170515,1,0
1558172428,2,2
1558174347,0,3
1558176297,0,1
1558178181,2,1
1558180098,0,1
1558182049,0,1
1558183976,1,1
1558185858,0,1
1558189739,0,2
1558191759,50,0
1558193796,0,1
1558195965,3,0
1558199786,0,2
1558205547,1,0
1558207466,1,0
1558209391,0,1
1558211300,1,0
1558217065,0,2
1558222818,1,0
1558224743,1,0
1558226692,0,1
1558228585,0,1
1558234344,0,1
1558245890,1,0
1558247782,1,2
1558249720,0,1
1558257405,1,1
1558259315,1,0
1558261238,1,1
1558265058,0,2
1558267004,0,1
1558272760,1,0
1558274692,1,0
1558282524,0,4
1558284499,1,0
1558286431,0,4
1558288471,1,0
1558292184,1,1
1558294121,0,1
1558296097,2,0
1558301779,0,7
1558309484,0,1
1558311673,0,1
1558317394,1,0
1558332746,0,1
1558334677,0,1
1558336573,1,0
1558340438,1,0
1558344276,0,3
1558346179,1,1
1558348355,2,0
1558350313,2,0
1558352424,1,0
1558354360,2,0
1558360124,0,1
1558363948,3,1
1558365878,1,0
1558369860,1,42
1558371896,1,1
1558373793,1,0
1558375596,1,1
1558379541,0,1
1558381475,0,2
1558383387,0,1
1558385302,3,0
1558387239,1,1
1558392991,0,1
1558394909,1,1
1558396833,1,1
1558398756,3,0
1558400698,1,0
1558402572,1,0
1558404747,1,1
1558408609,1,0
1558410502,1,0
1558416261,1,0
1558422107,1,0
1558425895,2,2
1558427796,2,0
1558431637,1,1
1558433550,0,1
