DateTime,AddedIPs,RemovedIPs
1556082255,1,0
1556085857,4,1
1556089461,0,1
1556093056,0,1
1556096654,0,1
1556103857,3,0
1556107459,2,1
1556111064,19,0
1556114664,2,0
1556118258,0,17
1556121857,1,0
1556132660,2,2
1556136254,0,2
1556143462,1,0
1556147062,1,0
1556150660,1,0
1556154258,1,1
1556157858,1,0
1556161462,1,0
1556165062,0,1
1556168658,0,1
1556175874,1,0
1556179458,1,0
1556183058,1,0
1556186660,2,0
1556190268,1,0
1556193857,0,1
1556197458,0,1
1556204660,0,2
1556208258,0,1
1556211851,1,18
1556215451,1,0
1556222649,0,1
1556226252,1,3
1556229855,3,0
1556233469,12,0
1556240666,0,2
1556244264,0,1
1556247866,1,1
1556255062,0,2
1556262266,1,0
1556265859,0,2
1556269461,2,0
1556273062,1,0
1556276659,1,3
1556280255,0,2
1556283860,1,2
1556287455,0,2
1556291062,2,0
1556294659,1,1
1556301862,0,1
1556309058,0,1
1556312654,0,3
1556319857,15,2
1556323467,2,0
1556327062,0,1
1556330657,1,0
1556337848,1,12
1556341447,0,1
1556348650,1,0
1556352245,0,3
1556359449,0,3
1556363045,0,2
1556373843,0,1
1556381043,0,1
1556384643,1,1
1556388249,1,0
1556391844,1,0
1556395441,0,5
1556399042,0,1
1556402643,2,1
1556406248,2,0
1556413440,0,6
1556417039,0,4
1556420642,0,5
1556424230,0,22
1556427821,1,14
1556431426,0,3
1556435026,0,1
1556438627,15,2
1556449427,1,1
1556453034,1,0
1556456632,2,0
1556460228,4,3
1556463833,5,0
1556467435,2,1
1556471032,1,0
1556474634,2,1
1556478234,1,0
1556481833,1,5
1556485432,6,1
1556489032,4,0
1556492636,2,1
1556496237,2,0
1556499844,1,0
1556503439,1,0
1556507038,2,0
1556510636,1,0
1556514237,1,0
1556517846,3,0
1556521447,6,1
1556525050,23,2
1556528652,0,1
1556532249,1,0
1556535849,0,1
1556539452,1,1
1556543044,0,20
1556546640,2,0
1556550242,4,1
1556561044,0,1
1556564640,2,2
1556568236,1,4
1556571838,1,4
1556575441,3,2
1556579039,0,4
1556582637,1,2
1556586235,1,0
1556593439,1,0
1556597041,1,0
1556604240,1,0
1556607840,2,2
1556611446,17,0
1556615051,1,1
1556618646,2,0
1556622260,13,2
1556625864,25,0
1556629453,3,19
1556633055,2,1
1556636656,0,1
1556640251,0,3
1556643854,2,2
1556647451,1,1
1556651054,2,0
1556654654,1,0
1556658254,1,3
1556661853,1,0
1556665454,0,1
1556669061,1,0
1556672669,3,0
1556676261,2,2
1556683458,3,1
1556687057,0,2
1556690669,4,2
1556694262,4,0
1556697868,1,0
1556701472,2,0
1556708672,0,2
1556715859,1,14
1556723064,3,0
1556726662,14,1
1556730279,18,0
1556733885,5,0
1556737485,0,2
1556741078,0,1
1556744688,6,0
1556748293,0,1
1556755486,2,0
1556759088,3,0
1556762682,0,1
1556766283,0,3
1556773482,4,0
1556777085,0,1
1556784282,0,1
1556787888,0,1
1556791481,0,3
1556798690,1,1
1556805880,0,1
1556813084,8,0
1556816683,5,2
1556820284,1,1
1556823888,1,0
1556827490,2,2
1556831087,0,2
1556834686,3,1
1556838280,0,15
1556841884,1,1
1556845481,1,2
1556852680,0,1
1556867080,2,0
1556874280,1,1
1556877877,0,3
1556881485,2,0
1556885083,2,1
1556888684,1,0
1556895890,1,0
1556899478,0,2
1556903083,7,1
1556906687,5,0
1556910292,3,1
1556913886,1,1
1556921088,1,0
1556924687,0,11
1556928286,1,2
1556931882,2,2
1556935482,1,0
1556939083,0,1
1556942684,2,2
1556946293,5,0
1556949889,1,2
1556953488,1,1
1556971490,2,0
1556975093,1,0
1556985892,2,0
1556989498,0,2
1556993091,0,1
1556996689,3,1
1557000289,1,1
1557003894,0,2
1557007486,1,4
1557011086,0,2
1557014690,0,1
1557025484,0,2
1557029090,19,2
1557032689,0,2
1557043481,1,17
1557050679,1,2
1557054276,1,0
1557057881,0,1
1557061483,1,2
1557065073,0,3
1557068677,0,2
1557072272,0,2
1557079468,2,3
1557083067,0,4
1557086667,0,1
1557090268,1,6
1557093871,2,3
1557097467,0,2
1557101063,0,2
1557104665,0,1
1557108265,0,1
1557111865,1,2
1557115500,38,0
1557119099,0,1
1557122701,0,4
1557126311,21,6
1557129907,14,21
1557133505,0,1
1557137101,0,1
1557144302,1,1
1557147903,2,0
1557151511,0,2
1557155104,0,2
1557158702,0,1
1557165908,0,1
1557169504,2,2
1557173101,0,1
1557176716,3,0
1557180309,4,1
1557183908,2,0
1557191112,3,1
1557194709,0,1
1557198318,3,1
1557201914,1,0
1557205514,1,0
1557209118,3,0
1557212713,0,3
1557216309,1,20
1557219906,0,2
1557223512,1,3
1557227096,0,9
1557230686,0,27
1557234280,0,7
1557237884,14,5
1557252290,2,1
1557259483,1,1
1557266684,1,0
1557270284,1,0
1557277482,0,3
1557281086,2,2
1557284687,2,1
1557288284,1,3
1557295483,0,3
1557299089,1,3
1557302679,0,1
1557306281,1,2
1557309877,1,0
1557313483,1,0
1557324283,15,1
1557327888,1,2
1557331478,0,11
1557335062,0,19
1557338661,1,6
1557342265,1,0
1557345862,1,0
1557349464,0,10
1557356666,0,2
1557360261,2,0
1557363864,0,1
1557378258,0,1
1557389058,1,0
1557392663,0,1
1557399868,1,0
1557403459,1,1
1557407060,2,4
1557410673,19,0
1557417867,0,7
1557421468,1,3
1557425069,0,4
1557428672,4,0
1557432268,1,1
1557435874,1,0
1557439478,1,2
1557443074,1,1
1557446676,3,0
1557450276,1,2
1557457482,2,1
1557468275,0,1
1557471883,2,2
1557475477,1,0
1557479078,1,1
1557482684,2,0
1557486283,1,0
1557489886,2,0
1557493486,0,1
1557497083,1,0
1557500693,2,0
1557507881,3,11
1557511484,0,5
1557515088,1,2
1557529482,2,1
1557533075,0,1
1557536688,0,1
1557540289,1,0
1557543880,1,0
1557547490,22,1
1557551085,1,5
1557554691,1,0
1557576288,0,1
1557579886,3,1
1557587090,0,2
1557601487,0,3
1557612284,0,1
1557619486,1,0
1557623084,1,0
1557626687,2,0
1557633883,12,22
1557637488,1,0
1557641087,0,1
1557655487,1,2
1557659086,1,0
1557662688,0,1
1557666284,0,1
1557669884,1,0
1557677085,1,0
1557684283,0,5
1557691482,2,1
1557695083,0,1
1557698680,0,2
1557702282,1,0
1557705884,1,0
1557713085,1,0
1557716684,0,3
1557720245,0,34
1557723847,2,0
1557727449,5,0
1557731050,1,23
1557734641,0,11
1557738250,26,0
1557741854,1,0
1557745453,1,3
1557749046,1,1
1557752647,0,1
1557759848,4,0
1557767046,1,1
1557770648,2,0
1557774247,0,2
1557777843,2,1
1557781449,7,3
1557785049,1,1
1557788651,1,0
1557792247,2,1
1557795846,0,2
1557799448,1,0
1557803053,5,2
1557806649,1,1
1557810260,2,0
1557813852,2,3
1557817452,0,3
1557821046,0,6
1557824651,24,0
1557828254,1,1
1557831857,1,0
1557842656,0,10
1557846248,4,2
1557857048,1,2
1557864254,2,1
1557867854,1,1
1557875058,2,0
1557878653,1,0
1557885865,2,2
1557889456,1,1
1557893055,0,1
1557900260,1,0
1557903857,1,3
1557907458,1,1
1557911055,1,1
1557914655,1,0
1557918261,1,0
1557921866,18,1
1557925463,3,1
1557929055,0,16
1557936260,1,0
1557939860,1,0
1557943458,0,1
1557947058,0,1
1557950663,0,2
1557954254,0,1
1557965058,2,0
1557986660,1,0
1557993856,1,0
