DateTime,AddedIPs,RemovedIPs
1558064919,43,19
1558065640,25,24
1558066359,26,43
1558067053,23,30
1558067767,23,26
1558068496,40,36
1558069464,36,28
1558070187,41,54
1558070890,26,31
1558071609,33,142
1558072356,142,21
1558073077,30,158
1558073805,171,41
1558074515,47,65
1558075233,68,38
1558075959,27,31
1558076677,51,33
1558077398,35,53
1558078115,48,25
1558078836,27,32
1558079568,31,65
1558080278,55,16
1558080974,26,59
1558081705,56,27
1558082436,40,57
1558083154,36,28
1558083886,43,24
1558084576,22,49
1558085291,52,25
1558086012,26,50
1558086757,23,355
1558087482,364,22
1558088196,30,332
1558088919,334,35
1558089609,31,360
1558090360,346,32
1558091077,25,18
1558091795,32,28
1558092518,22,21
1558093239,21,31
1558093931,35,323
1558094650,320,56
1558095375,57,23
1558096089,27,19
1558096842,17,25
1558097554,44,36
1558098282,22,15
1558098997,36,31
1558099724,28,40
1558100422,24,29
1558101153,32,41
1558102124,61,26
1558102806,35,65
1558103539,49,27
1558104249,32,36
1558104982,44,31
1558105690,36,37
1558106410,39,33
1558107386,42,41
1558108096,29,48
1558109199,48,35
1558110009,37,35
1558110733,34,37
1558111720,32,39
1558112427,40,27
1558113742,40,43
1558114659,47,51
1558115290,26,52
1558116025,41,34
1558116733,19,291
1558117455,306,33
1558118168,37,34
1558118895,31,39
1558119661,55,56
1558120334,22,47
1558121053,65,31
1558121769,19,21
1558122494,20,24
1558123229,21,43
1558123931,44,33
1558124654,39,29
1558125368,23,44
1558126093,46,23
1558126888,22,29
1558127540,25,50
1558128458,28,23
1558129238,34,43
1558130049,38,32
1558130779,32,33
1558131491,24,24
1558132362,30,30
1558134407,39,59
1558135340,57,18
1558136418,24,52
1558137117,12,16
1558137881,24,25
1558138570,30,42
1558139548,38,32
1558140255,30,29
1558141090,37,32
1558141712,37,44
1558142532,52,22
1558143500,40,45
1558144121,39,36
1558144839,24,29
1558145529,36,37
1558146251,24,27
1558146969,27,23
1558148180,42,33
1558148911,26,45
1558149630,49,29
1558150352,20,22
1558151180,27,49
1558151790,29,25
1558152513,19,30
1558153237,35,28
1558154055,18,19
1558154668,30,20
1558155391,27,43
1558156111,26,20
1558156836,43,22
1558157543,23,19
1558158246,27,49
1558158970,58,275
1558159690,262,37
1558160437,44,28
1558161134,21,33
1558161958,50,29
1558162821,33,30
1558163530,18,16
1558164254,25,43
1558164968,28,17
1558165692,21,26
1558166434,31,20
1558167134,22,29
1558167852,17,78
1558168579,69,26
1558169293,49,21
1558170024,47,26
1558170733,33,34
1558171452,22,29
1558172173,25,46
1558172896,29,22
1558173613,26,290
1558174334,310,29
1558175049,31,24
1558175785,15,43
1558176489,37,30
1558177213,34,13
1558177943,12,34
1558178654,43,27
1558179614,32,20
1558180327,26,294
1558181059,281,16
1558181783,28,42
1558182513,40,19
1558183229,40,24
1558183952,19,41
1558184689,30,298
1558185390,297,22
1558186111,23,45
1558186833,33,32
1558187553,37,26
1558188270,29,42
1558188992,47,21
1558189707,28,17
1558190440,25,28
1558191148,20,39
1558191851,25,41
1558192573,67,26
1558193294,37,24
1558194010,17,48
1558194729,54,28
1558195454,27,36
1558196173,43,35
1558196890,39,45
1558197609,46,30
1558198333,29,45
1558199059,53,283
1558199773,280,54
1558200492,39,26
1558201210,31,30
1558201934,27,28
1558202652,35,17
1558203375,26,54
1558204088,48,33
1558204819,36,30
1558205535,27,49
1558206254,42,23
1558206974,27,54
1558207693,49,36
1558208412,32,24
1558209136,25,27
1558209853,23,48
1558210576,41,25
1558211288,26,32
1558212010,21,15
1558212740,21,44
1558213724,28,28
1558214679,30,40
1558215391,33,17
1558216114,17,37
1558216836,47,21
1558217558,26,41
1558218272,29,29
1558218992,46,24
1558219709,20,50
1558220444,39,29
1558221132,40,23
1558221853,16,59
1558222569,35,31
1558223293,26,32
1558224024,40,35
1558225236,41,74
1558225952,53,235
1558226676,249,45
1558227386,47,237
1558228120,239,31
1558228826,32,33
1558229562,36,42
1558230253,21,30
1558231237,60,258
1558231936,241,59
1558232654,28,19
1558233369,25,26
1558234092,29,33
1558234811,45,15
1558235535,23,22
1558236249,21,52
1558236976,34,19
1558237694,22,17
1558238426,30,81
1558239132,63,24
1558239852,40,26
1558240597,16,239
1558241291,240,20
1558242023,38,29
1558242730,16,72
1558243457,83,19
1558244167,13,16
1558244893,16,28
1558245620,18,74
